name,place,type,rating,votes,noOfReviews,url,page,Cuisines:,Cost for two:,Hours:,Discount:,Featured in:,Freebie:,Today:,Special:,Promotions:,Upcoming:
City Kababs Restaurant,Somajiguda,Casual Dining,3.3,11 votes,6 reviews,https://www.zomato.com/hyderabad/city-kababs-restaurant-somajiguda,76,"North Indian, Chinese, Biryani",₹600,12 Noon to 1 AM (Mon-Sun),,,,,,,
Punjabi Tadka,ECIL,,3.4,19 votes,7 reviews,https://www.zomato.com/hyderabad/punjabi-tadka-ecil-secunderabad,76,"North Indian, Fast Food",₹400,8 AM to 10 PM (Mon-Sun),,,,,,,
Enjoy Chinese Fast Food,Amberpet,Quick Bites,2.8,15 votes,9 reviews,https://www.zomato.com/hyderabad/enjoy-chinese-fast-food-amberpet,76,"Street Food, Chinese, North Indian",₹300,1 PM to 11:30 PM (Mon-Sun),,,,,,,
Govinda's Mithai,Neredmet,Dessert ParlorQuick Bites,3.3,15 votes,8 reviews,https://www.zomato.com/hyderabad/govindas-mithai-neredmet,76,"Desserts, Street Food",₹250,9 AM to 10 PM (Mon-Sun),,,,,,,
Kipps Pastries,Trimulgherry,BakeryDessert Parlor,2.7,19 votes,5 reviews,https://www.zomato.com/hyderabad/kipps-pastries-trimulgherry-secunderabad,76,"Bakery, Desserts, Fast Food, Street Food",₹350,9 AM to 10:30 PM (Mon-Sun),,,,,,,
Frankie House,Kompally,Kiosk,3.2,9 votes,8 reviews,https://www.zomato.com/hyderabad/frankie-house-kompally,76,Fast Food,₹150,2:30 PM to 10 PM (Mon-Sun),,,,,,,
Universal Kabab's Corner,Yousufguda,Quick Bites,3.0,5 votes,2 reviews,https://www.zomato.com/hyderabad/universal-kababs-corner-yousufguda,76,"North Indian, Chinese",₹300,2 PM to 11 PM (Mon-Sun),,,,,,,
Mayur Tiffins Center,Karkhana,Quick Bites,3.2,11 votes,5 reviews,https://www.zomato.com/hyderabad/mayur-tiffins-center-karkhana-secunderabad,76,South Indian,₹200,6 AM to 12 Noon (Mon-Sun),,,,,,,
Sri Radhe Ice Cream,PG Road,Dessert Parlor,3.4,14 votes,6 reviews,https://www.zomato.com/hyderabad/sri-radhe-ice-cream-pg-road-secunderabad,76,"Ice Cream, Desserts",₹150,12 Noon to 11 PM (Mon-Sun),,,,,,,
Red Sea Tea & Snacks,Padmarao Nagar,Quick Bites,3.1,9 votes,3 reviews,https://www.zomato.com/hyderabad/red-sea-tea-snacks-padmarao-nagar-secunderabad,76,Street Food,₹80,10 AM to 12 Midnight (Mon-Sun),,,,,,,
V Bakers Q,Kothapet,BakeryQuick Bites,3.1,12 votes,6 reviews,https://www.zomato.com/hyderabad/v-bakers-q-kothapet,76,"Bakery, Fast Food",₹250,9 AM to 11 PM (Mon-Sun),,,,,,,
Hotel Sneham,Balanagar,Casual Dining,3.1,13 votes,6 reviews,https://www.zomato.com/hyderabad/hotel-sneham-balanagar,76,"North Indian, Chinese, Biryani",₹600,11 AM to 11 PM (Mon-Sun),,,,,,,
Village Kitchen,Uppal,Casual Dining,3.0,11 votes,8 reviews,https://www.zomato.com/hyderabad/village-kitchen-uppal-secunderabad,76,"North Indian, Chinese",₹600,11:30 AM to 11:30 PM (Mon-Sun),,,,,,,
Hotel Grand Plaza,Nampally,Casual Dining,3.1,12 votes,8 reviews,https://www.zomato.com/hyderabad/hotel-grand-plaza-nampally,76,"North Indian, Chinese, South Indian",₹600,8 AM to 11 PM (Mon-Sun),,,,,,,
Hotel Siddhartha,Koti,Casual Dining,3.3,24 votes,4 reviews,https://www.zomato.com/hyderabad/hotel-siddhartha-koti,76,"North Indian, Chinese, South Indian",₹600,10 AM to 11 PM (Mon-Sun),,,,,,,
Mirchi 9,Vanasthalipuram,Casual Dining,2.9,13 votes,5 reviews,https://www.zomato.com/hyderabad/mirchi-9-vanasthalipuram,76,"North Indian, Chinese, Biryani",₹500,11:30 AM to 10:30 PM (Mon-Sun),,,,,,,
Sivaramareddy Pure Ghee Sweets & Chat,Kothapet,Dessert ParlorSweet Shop,3.2,9 votes,7 reviews,https://www.zomato.com/hyderabad/sivaramareddy-kothapet,76,Desserts,₹200,7 AM to 10:30 PM (Mon-Sun),,,,,,,
New Swiss Restaurant,Saroor Nagar,Quick Bites,3.0,10 votes,8 reviews,https://www.zomato.com/hyderabad/new-swiss-restaurant-saroor-nagar,76,"North Indian, Chinese, Biryani",₹400,5 AM to 12 Midnight (Mon-Sun),,,,,,,
Hotel Tara International,Begum Bazaar,Casual Dining,3.2,17 votes,8 reviews,https://www.zomato.com/hyderabad/hotel-tara-international-begum-bazaar,77,"North Indian, Chinese, South Indian",₹700,7:30 AM to 10:30 PM (Mon-Sun),,,,,,,
Bahar Biryani Cafe,L B Nagar,Quick Bites,-,,2 reviews,https://www.zomato.com/hyderabad/bahar-biryani-cafe-l-b-nagar,77,Biryani,₹550,12 Noon to 11 PM (Mon-Sun),,,,,,,
Hazzel Ice Cream Café,Hafeezpet,Dessert Parlor,3.1,5 votes,5 reviews,https://www.zomato.com/hyderabad/hazzel-ice-cream-café-hafeezpet,77,"Desserts, Ice Cream",₹400,11 AM to 11 PM (Mon-Sun),,,,,,,
Eat Spot,Lingampally,Quick Bites,2.9,10 votes,5 reviews,https://www.zomato.com/hyderabad/eat-spot-lingampally,77,"South Indian, Chinese",₹300,7 AM to 10 PM (Mon-Sun),,,,,,,
Pizza Place,Kukatpally,Quick Bites,3.0,11 votes,2 reviews,https://www.zomato.com/hyderabad/pizza-place-kukatpally,77,"Pizza, Fast Food",₹400,10 AM to 10 PM (Mon-Sun),,,,,,,
Italian Pizza,Marredpally,Quick Bites,2.7,9 votes,4 reviews,https://www.zomato.com/hyderabad/italian-pizza-1-marredpally-secunderabad,77,Fast Food,₹500,11 AM to 9:30 PM (Mon-Sun),,,,,,,
Grill Kitchen,Banjara Hills,Casual Dining,2.8,7 votes,4 reviews,https://www.zomato.com/hyderabad/grill-kitchen-banjara-hills,77,North Indian,₹400,11 AM to 11 PM (Mon-Sun),,,,,,,
Bread Loaf,Sainikpuri,BakeryDessert Parlor,3.1,7 votes,6 reviews,https://www.zomato.com/hyderabad/bread-loaf-sainikpuri-secunderabad,77,"Bakery, Desserts, Fast Food",₹200,8 AM to 10 PM (Mon-Sun),,,,,,,
Jaldi Haldi,"F5 Drive In, Gachibowli",Quick Bites,2.7,11 votes,10 reviews,https://www.zomato.com/hyderabad/jaldi-haldi-gachibowli,77,North Indian,₹300,12:30 PM to 3 AM (Mon-Sun),,,,,,,
Gumagumalu,S R Nagar,Quick Bites,3.2,22 votes,8 reviews,https://www.zomato.com/hyderabad/gumagumalu-s-r-nagar,77,South Indian,₹350,10 AM to 10 PM (Mon-Sun),,,,,,,
Ranjeetha restaurant,A S Rao Nagar,Casual Dining,3.1,5 votes,5 reviews,https://www.zomato.com/hyderabad/ranjeetha-restaurant-as-rao-nagar-secunderabad,77,North Indian,₹500,11 AM to 11 PM (Mon-Sun),,,,,,,
Sri Tirumala Bakery,Medchal Road,Dessert ParlorQuick Bites,3.1,14 votes,7 reviews,https://www.zomato.com/hyderabad/sri-tirumala-bakery-medchal-road,77,"Bakery, Desserts, Fast Food",₹300,8 AM to 11 PM (Mon-Sun),,,,,,,
Shawarma Place,Nampally,Quick Bites,3.1,14 votes,8 reviews,https://www.zomato.com/hyderabad/shawarma-place-nampally,77,Street Food,₹150,11:30 AM to 11:30 PM (Mon-Sun),,,,,,,
Star Hotel,Musheerabad,Casual Dining,3.2,9 votes,7 reviews,https://www.zomato.com/hyderabad/star-hotel-musheerabad,77,"Biryani, Hyderabadi, Mughlai",₹300,9 AM to 11 PM (Mon-Sun),,,,,,,
Chakri Tiffins,Begumpet,Quick Bites,3.1,9 votes,8 reviews,https://www.zomato.com/hyderabad/chakri-tiffins-begumpet,77,South Indian,₹100,6 AM to 2 PM (Mon-Sun),,,,,,,
Urban Eats,"Eat Street, Necklace Road",KioskQuick Bites,2.9,7 votes,6 reviews,https://www.zomato.com/hyderabad/urban-eats-necklace-road,77,Fast Food,₹100,4 PM to 10:30 PM (Mon-Sun),,,,,,,
Mounika Tiffin Center,Sainikpuri,Quick Bites,2.8,14 votes,7 reviews,https://www.zomato.com/hyderabad/mounika-tiffin-center-sainikpuri-secunderabad,77,South Indian,₹150,6 AM to 9:30 PM (Mon-Sun),,,,,,,
Rainbow Restaurant,Abids,Casual Dining,3.2,11 votes,6 reviews,https://www.zomato.com/hyderabad/rainbow-restaurant-abids,77,"Hyderabadi, Fast Food",₹300,6 AM to 10:45 PM (Mon-Sun),,,,,,,
The Park Vue,Banjara Hills,Casual Dining,,,11 reviews,https://www.zomato.com/hyderabad/the-park-vue-banjara-hills,77,"Continental, North Indian, Chinese","₹1,150",,,,,,,,
New G.S Bakery,Tolichowki,BakeryDessert Parlor,3.1,7 votes,4 reviews,https://www.zomato.com/hyderabad/new-g-s-bakery-tolichowki,77,"Bakery, Desserts, Fast Food",₹200,10 AM to 10:30 PM (Mon-Sun),,,,,,,
Health Lovers,"City Center Mall, Banjara Hills",Food CourtQuick Bites,3.1,5 votes,5 reviews,https://www.zomato.com/hyderabad/health-lovers-1-banjara-hills,77,"Healthy Food, Juices",₹500,10:30 AM to 10 PM (Mon-Sun),,,,,,,
Madina Juice & Shawarma Centre,Nampally,Quick Bites,-,,2 reviews,https://www.zomato.com/hyderabad/madina-juice-shawarma-centre-nampally,77,"Arabian, Juices",₹200,10 AM to 12 Midnight (Mon-Sun),,,,,,,
Sri Manga Tiffins,Yousufguda,Quick Bites,2.8,11 votes,7 reviews,https://www.zomato.com/hyderabad/sri-manga-tiffins-yousufguda,77,"South Indian, Street Food, Chinese",₹200,7 AM to 10 PM (Mon-Sun),,,,,,,
Akshithaa Fast Food,Marredpally,Casual Dining,3.2,16 votes,8 reviews,https://www.zomato.com/hyderabad/akshithaa-fast-food-marredpally-secunderabad,77,"North Indian, Chinese",₹300,6:30 AM to 11:30 PM (Mon-Sun),,,,,,,
SMP - Fast Food Center,Tolichowki,Casual Dining,3.3,14 votes,6 reviews,https://www.zomato.com/hyderabad/smp-fast-food-center-tolichowki,77,"North Indian, Chinese",₹300,1 PM to 11:30 PM (Mon-Sun),,,,,,,
Squeeze Xpress,Madhapur,,3.2,5 votes,3 reviews,https://www.zomato.com/hyderabad/squeeze-xpress-madhapur,77,North Indian,₹350,"8:30 AM to 11:45 AM, 12:30 PM to 3:30 PM, 7 PM to...",,,,,,,
Tawakkal Cafe,Miyapur,Quick Bites,-,,1 Review,https://www.zomato.com/hyderabad/tawakkal-cafe-miyapur,77,Street Food,₹150,5 AM to 10:30 PM (Mon-Sun),,,,,,,
Organika,Green View Plaza,Dessert Parlor,3.1,10 votes,3 reviews,https://www.zomato.com/hyderabad/organika-1-jubilee-hills,77,Desserts,₹500,10:30 AM to 11 PM (Mon-Sun),,,,,,,
